"MovieGenreId";"MovieId";"GenreId"
1569;567;3
1570;567;5
1571;567;10
1572;568;4
1573;568;3
1574;568;9
1575;568;10
1576;568;16
1577;569;6
1578;569;8
1579;569;19
1580;570;1
1581;570;3
1582;570;10
1583;570;16
1584;571;5
1585;571;9
1586;572;12
1587;572;19
1588;573;22
1589;573;5
1590;573;8
1591;573;23
1592;574;22
1593;574;8
1594;574;23
1595;575;1
1596;575;6
1597;575;19
1598;576;4
1599;576;3
1600;576;5
1601;576;9
1602;576;10
1603;577;3
1604;577;14
1605;577;15
1606;577;19
1607;578;4
1608;578;10
1609;579;5
1610;580;1
1611;580;3
1612;580;17
1613;580;19
1614;581;3
1615;581;8
1616;581;19
1617;582;5
1618;582;8
1619;583;8
1620;584;1
1621;584;3
1622;584;19
1623;585;3
1624;585;5
1625;585;8
1626;585;9
1627;585;15
1628;586;8
1629;587;15
1630;587;19
1631;588;1
1632;588;3
1633;588;12
1634;588;19
1635;589;8
1636;589;16
1637;589;20
1638;589;21
1639;590;8
1640;590;16
1641;591;8
1642;592;8
1643;592;15
1644;593;1
1645;593;5
1646;593;6
1647;594;6
1648;594;8
1649;594;12
1650;595;8
1651;595;15
1652;595;17
1653;595;19
1654;596;8
1655;596;10
1656;596;15
1657;596;19
1658;597;1
1659;597;3
1660;597;6
1661;597;19
1662;598;8
1663;598;20
1664;599;19
1665;600;1
1666;600;6
1667;600;8
1668;600;19
1669;601;8
1670;601;10
1671;601;17
1672;602;5
1673;602;16
1674;603;8
1675;604;5
1676;604;9
1677;604;16
1678;605;22
1679;605;6
1680;605;8
1681;606;5
1682;606;10
1683;606;16
1684;607;1
1685;607;10
1686;608;6
1687;608;19
1688;609;8
1689;610;6
1690;610;12
1691;611;5
1692;611;16
1693;612;8
1694;613;8
1695;613;16
1696;614;6
1697;614;8
1698;614;10
1699;615;3
1700;615;5
1701;615;10
1702;616;1
1703;616;8
1704;616;19
1705;617;1
1706;617;12
1707;617;19
1708;618;5
1709;618;3
1710;618;9
1711;618;10
1712;619;12
1713;619;15
1714;620;5
1715;620;8
1716;620;16
1717;621;8
1718;622;16
1719;622;17
1720;622;19
1721;623;8
1722;623;16
1723;624;5
1724;624;6
1725;625;22
1726;625;8
1727;626;3
1728;626;12
1729;626;15
1730;626;19
1731;627;8
1732;628;5
1733;628;8
1734;629;5
1735;630;5
1736;630;20
1737;631;8
1738;631;16
1739;632;5
1740;632;8
1741;633;12
1742;634;12
1743;635;1
1744;635;12
1745;635;19
1746;636;8
1747;636;16
1748;637;8
1749;638;6
1750;638;8
1751;638;19
1752;639;15
1753;639;17
1754;639;19
1755;640;1
1756;640;6
1757;640;19
1758;641;8
1759;641;16
1760;642;8
1761;642;16
1762;643;8
1763;643;17
1764;643;19
1765;644;5
1766;644;8
1767;644;13
1768;645;1
1769;645;3
1770;645;9
1771;645;10
1772;645;17
1773;646;8
1774;646;16
1775;646;20
1776;647;8
1777;647;15
1778;647;19
1779;648;1
1780;648;8
1781;648;17
1782;648;19
1783;649;5
1784;650;1
1785;650;22
1786;650;8
1787;651;1
1788;651;19
1789;652;1
1790;652;3
1791;652;17
1792;653;12
1793;653;15
1794;653;19
1795;654;1
1796;654;6
1797;654;19
1798;655;5
1799;655;9
1800;655;13
1801;656;8
1802;657;1
1803;657;3
1804;657;19
1805;658;1
1806;658;19
1807;659;1
1808;659;6
1809;659;19
1810;660;5
1811;660;8
1812;660;16
1813;661;12
1814;661;19
1815;662;5
1816;662;17
1817;663;1
1818;663;17
1819;664;1
1820;664;5
1821;664;6
1822;665;5
1823;665;10
1824;665;16
1825;666;3
1826;666;8
1827;666;10
1828;666;16
1829;667;12
1830;668;8
1831;669;5
1832;670;1
1833;670;8
1834;670;9
1835;671;8
1836;671;16
1837;672;9
1838;673;5
1839;673;16
1840;674;1
1841;674;3
1842;674;22
1843;674;8
1844;674;23
1845;674;16
1846;674;20
1847;675;6
1848;675;12
1849;675;15
1850;675;19
1851;676;1
1852;676;17
1853;677;8
1854;678;5
1855;678;16
1856;679;5
1857;679;12
1858;680;22
1859;680;8
1860;681;4
1861;681;3
1862;681;5
1863;681;8
1864;681;9
1865;681;10
1866;681;13
1867;681;17
1868;682;5
1869;682;12
1870;682;19
1871;683;3
1872;683;9
1873;683;10
1874;683;15
1875;684;12
1876;684;19
1877;685;5
1878;685;8
1879;685;9
1880;685;14
1881;686;3
1882;686;5
1883;687;3
1884;687;12
1885;688;8
1886;688;16
1887;688;17
1888;689;12
1889;689;19
1890;690;3
1891;690;6
1892;690;8
1893;690;19
1894;691;1
1895;691;6
1896;691;8
1897;691;19
1898;692;1
1899;692;5
1900;693;1
1901;693;3
1902;693;19
1903;694;4
1904;694;1
1905;694;5
1906;695;1
1907;695;3
1908;695;9
1909;695;10
1910;696;8
1911;696;10
1912;696;16
1913;697;8
1914;697;10
1915;697;12
1916;698;8
1917;698;12
1918;699;12
1919;699;17
1920;699;19
1921;700;4
1922;700;1
1923;700;3
1924;700;5
1925;700;9
1926;701;5
1927;702;1
1928;702;3
1929;702;16
1930;702;19
1931;703;8
1932;704;12
1933;705;5
1934;706;5
1935;706;8
1936;707;8
1937;707;19
1938;708;15
1939;708;16
1940;708;19
1941;709;4
1942;709;3
1943;709;9
1944;709;10
1945;710;8
1946;710;10
1947;711;1
1948;711;8
1949;711;17
1950;712;12
1951;712;19
1952;713;5
1953;713;9
1954;713;16
1955;714;8
1956;714;13
1957;714;16
1958;715;5
1959;715;12
1960;715;19
1961;716;22
1962;716;8
1963;717;1
1964;717;10
1965;717;19
1966;718;1
1967;718;5
1968;718;16
1969;719;8
1970;720;6
1971;720;8
1972;720;19
1973;721;6
1974;721;8
1975;721;13
1976;722;3
1977;722;8
1978;722;23
1979;722;20
1980;723;12
1981;723;19
1982;724;5
1983;724;10
1984;724;16
1985;725;1
1986;725;3
1987;725;8
1988;725;10
1989;726;4
1990;726;3
1991;726;5
1992;726;9
1993;727;1
1994;727;3
1995;727;5
1996;727;9
1997;727;10
1998;727;17
1999;728;5
2000;728;6
2001;728;19
2002;729;5
2003;729;16
2004;730;5
2005;730;8
2006;730;16
2007;730;17
2008;731;8
2009;732;1
2010;732;6
2011;732;19
2012;733;1
2013;733;3
2014;733;8
2015;733;10
2016;733;16
2017;734;1
2018;734;5
2019;734;19
2020;735;5
2021;735;16
2022;736;5
2023;736;8
2024;737;1
2025;737;8
2026;737;19
2027;738;12
2028;739;5
2029;739;9
2030;739;10
2031;740;1
2032;740;3
2033;740;8
2034;740;10
2035;740;23
2036;741;8
2037;742;8
2038;742;23
2039;743;12
2040;743;17
2041;744;5
2042;744;8
2043;745;5
2044;745;16
2045;746;8
2046;746;20
2047;747;8
2048;747;16
2049;748;6
2050;748;15
2051;748;19
2052;749;5
2053;749;16
2054;750;1
2055;750;8
2056;750;23
2057;750;19
2058;750;20
2059;751;3
2060;751;8
2061;751;21
2062;752;8
2063;753;8
2064;754;8
2065;754;16
2066;755;1
2067;755;3
2068;755;16
2069;756;1
2070;756;6
2071;756;8
2072;756;19
2073;757;5
2074;758;8
2075;758;16
2076;759;5
2077;759;8
2078;759;16
2079;760;3
2080;760;8
2081;760;10
2082;760;16
2083;761;8
2084;761;16
2085;761;20
2086;762;1
2087;762;3
2088;762;5
2089;762;16
2090;762;17
2091;762;21
2092;763;10
2093;763;15
2094;763;16
2095;763;17
2096;763;19
2097;764;8
2098;764;13
2099;764;16
2100;765;8
2101;765;16
2102;766;12
2103;767;8
2104;767;23
2105;767;20
2106;768;1
2107;768;6
2108;768;8
2109;768;19
2110;769;15
2111;769;19
2112;770;1
2113;770;6
2114;770;15
2115;770;19
2116;771;4
2117;771;9
2118;771;10
2119;771;14
2120;772;1
2121;772;3
2122;772;17
2123;773;4
2124;773;5
2125;773;9
2126;773;16
2127;774;12
2128;774;21
2129;775;5
2130;775;16
2131;776;1
2132;776;6
2133;776;8
2134;776;15
2135;776;19
2136;777;15
2137;777;19
2138;778;3
2139;778;5
2140;778;17
2141;779;8
2142;780;1
2143;780;12
2144;780;17
2145;780;19
2146;781;8
2147;782;1
2148;782;8
2149;783;8
2150;783;16
2151;783;20
